Date,Stocks,%Universe <= 32
2022-06-08,4,1.80
2022-06-07,2,0.90
2022-06-06,2,0.90
2022-06-03,2,0.90
2022-06-02,2,0.90
2022-06-01,2,0.90
2022-05-26,4,1.80
2022-05-25,6,2.70
2022-05-24,15,6.76
2022-05-23,10,4.50
2022-05-20,21,9.46
2022-05-19,23,10.36
2022-05-18,17,7.66
2022-05-17,4,1.80
2022-05-16,13,5.86
2022-05-13,12,5.41
2022-05-12,52,23.42
2022-05-11,56,25.23
2022-05-10,43,19.37
2022-05-09,44,19.82
2022-05-06,19,8.56
2022-05-05,12,5.41
2022-05-04,2,0.90
2022-05-03,18,8.11
2022-05-02,28,12.61
2022-04-29,30,13.51
2022-04-28,12,5.41
2022-04-27,27,12.16
2022-04-26,24,10.81
2022-04-25,12,5.41
2022-04-22,15,6.76
2022-04-21,9,4.05
2022-04-20,1,0.45
2022-04-19,4,1.80
2022-04-18,10,4.50
2022-04-14,11,4.95
2022-04-13,11,4.95
2022-04-12,12,5.41
2022-04-11,8,3.60
2022-04-08,9,4.05
2022-04-07,12,5.41
2022-04-06,8,3.60
2022-04-05,6,2.70
2022-04-04,3,1.35
2022-04-01,3,1.35
2022-03-31,2,0.90
2022-03-18,2,0.90
2022-03-16,1,0.45
2022-03-15,7,3.15
2022-03-14,16,7.21
2022-03-11,15,6.76
2022-03-10,6,2.70
2022-03-09,4,1.80
2022-03-08,35,15.77
2022-03-07,44,19.82
2022-03-04,16,7.21
2022-03-03,5,2.25
2022-03-02,4,1.80
2022-03-01,25,11.26
2022-02-28,8,3.60
2022-02-25,6,2.70
2022-02-24,37,16.67
2022-02-23,57,25.68
2022-02-22,27,12.16
2022-02-18,17,7.66
2022-02-17,14,6.31
2022-02-16,10,4.50
2022-02-15,9,4.05
2022-02-14,18,8.11
2022-02-11,15,6.76
2022-02-10,8,3.60
2022-02-09,3,1.35
2022-02-08,8,3.60
2022-02-07,10,4.50
2022-02-04,11,4.95
2022-02-03,5,2.25
2022-02-02,1,0.45
2022-01-31,1,0.45
2022-01-28,25,11.26
2022-01-27,61,27.48
2022-01-26,56,25.23
2022-01-25,49,22.07
2022-01-24,37,16.67
2022-01-21,56,25.23
2022-01-20,45,20.27
2022-01-19,28,12.61
2022-01-18,20,9.01
2022-01-14,13,5.86
2022-01-13,11,4.95
2022-01-12,3,1.35
2022-01-11,4,1.80
2022-01-10,9,4.05
2022-01-07,7,3.15
2022-01-06,4,1.80
2022-01-05,2,0.90
2022-01-04,1,0.45
2021-12-29,2,0.90
2021-12-28,2,0.90
2021-12-23,1,0.45
2021-12-22,4,1.80
2021-12-21,3,1.35
2021-12-20,21,9.46
2021-12-17,6,2.70
2021-12-16,8,3.60
2021-12-15,6,2.70
2021-12-14,7,3.15
2021-12-13,6,2.70
2021-12-10,5,2.25
2021-12-09,4,1.80
2021-12-08,2,0.90
2021-12-07,3,1.35
2021-12-06,10,4.50
2021-12-03,19,8.56
2021-12-02,18,8.11
2021-12-01,71,31.98
2021-11-30,51,22.97
2021-11-29,18,8.11
2021-11-26,17,7.66
2021-11-24,9,4.05
2021-11-23,11,4.95
2021-11-22,12,5.41
2021-11-19,17,7.66
2021-11-18,8,3.60
2021-11-17,6,2.70
2021-11-16,3,1.35
2021-11-15,2,0.90
2021-11-12,3,1.35
2021-11-11,3,1.35
2021-11-10,4,1.80
2021-11-09,4,1.80
2021-11-08,3,1.35
2021-11-05,7,3.15
2021-11-04,8,3.60
2021-11-03,5,2.25
2021-11-02,8,3.60
2021-11-01,7,3.15
2021-10-29,11,4.95
2021-10-28,9,4.05
2021-10-27,12,5.41
2021-10-26,5,2.25
2021-10-25,2,0.90
2021-10-22,2,0.90
2021-10-21,1,0.45
2021-10-19,1,0.45
2021-10-18,6,2.70
2021-10-15,3,1.35
2021-10-14,4,1.80
2021-10-13,12,5.41
2021-10-12,18,8.11
2021-10-11,18,8.11
2021-10-08,9,4.05
2021-10-07,9,4.05
2021-10-06,24,10.81
2021-10-05,22,9.91
2021-10-04,36,16.22
2021-10-01,24,10.81
2021-09-30,44,19.82
2021-09-29,17,7.66
2021-09-28,29,13.06
2021-09-27,16,7.21
2021-09-24,16,7.21
2021-09-23,12,5.41
2021-09-22,24,10.81
2021-09-21,43,19.37
2021-09-20,36,16.22
2021-09-17,21,9.46
2021-09-16,16,7.21
2021-09-15,11,4.95
2021-09-14,19,8.56
2021-09-13,8,3.60
2021-09-10,16,7.21
2021-09-09,9,4.05
2021-09-08,8,3.60
2021-09-07,8,3.60
2021-09-03,5,2.25
2021-09-02,4,1.80
2021-09-01,4,1.80
2021-08-31,4,1.80
2021-08-30,2,0.90
2021-08-27,2,0.90
2021-08-26,5,2.25
2021-08-25,2,0.90
2021-08-24,3,1.35
2021-08-23,6,2.70
2021-08-20,17,7.66
2021-08-19,20,9.01
2021-08-18,11,4.95
2021-08-17,8,3.60
2021-08-16,5,2.25
2021-08-13,8,3.60
2021-08-12,7,3.15
2021-08-11,8,3.60
2021-08-10,11,4.95
2021-08-09,11,4.95
2021-08-06,12,5.41
2021-08-05,13,5.86
2021-08-04,16,7.21
2021-08-03,10,4.50
2021-08-02,10,4.50
2021-07-30,9,4.05
2021-07-29,7,3.15
2021-07-28,6,2.70
2021-07-27,5,2.25
2021-07-26,3,1.35
2021-07-23,5,2.25
2021-07-22,6,2.70
2021-07-21,1,0.45
2021-07-20,16,7.21
2021-07-19,53,23.87
2021-07-16,32,14.41
2021-07-15,14,6.31
2021-07-14,16,7.21
2021-07-13,13,5.86
2021-07-12,6,2.70
2021-07-09,5,2.25
2021-07-08,19,8.56
2021-07-07,10,4.50
2021-07-06,9,4.05
2021-07-02,6,2.70
2021-07-01,4,1.80
2021-06-30,4,1.80
2021-06-29,9,4.05
2021-06-28,3,1.35
2021-06-25,3,1.35
2021-06-24,8,3.60
2021-06-23,10,4.50
2021-06-22,6,2.70
2021-06-21,7,3.15
2021-06-18,48,21.62
2021-06-17,20,9.01
2021-06-16,7,3.15
2021-06-15,5,2.25
2021-06-14,2,0.90
2021-06-11,2,0.90
2021-06-10,4,1.80
2021-06-09,4,1.80
2021-06-08,4,1.80
2021-06-07,4,1.80
2021-06-04,1,0.45
2021-06-03,2,0.90
2021-06-02,4,1.80
2021-06-01,4,1.80
2021-05-28,3,1.35
2021-05-27,2,0.90
2021-05-26,3,1.35
2021-05-25,2,0.90
2021-05-24,4,1.80
2021-05-21,3,1.35
2021-05-20,3,1.35
2021-05-19,4,1.80
2021-05-18,4,1.80
2021-05-17,4,1.80
2021-05-14,2,0.90
2021-05-13,12,5.41
2021-05-12,17,7.66
2021-05-11,3,1.35
2021-05-10,6,2.70
2021-05-07,1,0.45
2021-05-06,3,1.35
2021-05-05,1,0.45
2021-05-04,1,0.45
2021-05-03,1,0.45
2021-04-30,1,0.45
2021-04-29,1,0.45
2021-04-20,4,1.80
2021-04-19,3,1.35
2021-04-16,2,0.90
2021-04-15,3,1.35
2021-04-14,2,0.90
2021-04-13,4,1.80
2021-04-12,3,1.35
2021-04-09,2,0.90
2021-04-08,1,0.45
2021-04-06,1,0.45
2021-04-05,2,0.90
2021-04-01,1,0.45
2021-03-31,1,0.45
2021-03-29,2,0.90
2021-03-26,2,0.90
2021-03-23,1,0.45
2021-03-08,9,4.05
2021-03-05,8,3.60
2021-03-04,18,8.11
2021-03-03,11,4.95
2021-03-02,5,2.25
2021-03-01,7,3.15
2021-02-26,22,9.91
2021-02-25,15,6.76
2021-02-24,3,1.35
2021-02-23,3,1.35
2021-02-22,5,2.25
2021-02-19,1,0.45
2021-02-18,1,0.45
2021-02-17,2,0.90
2021-02-16,5,2.25
2021-02-12,4,1.80
2021-02-11,4,1.80
2021-02-10,3,1.35
2021-02-09,2,0.90
2021-02-08,3,1.35
2021-02-05,4,1.80
2021-02-04,3,1.35
2021-02-03,2,0.90
2021-02-02,3,1.35
2021-02-01,3,1.35
2021-01-29,10,4.50
2021-01-28,5,2.25
2021-01-27,19,8.56
2021-01-26,3,1.35
2021-01-25,3,1.35
2021-01-22,1,0.45
2021-01-21,3,1.35
2021-01-20,2,0.90
2021-01-19,2,0.90
2021-01-15,1,0.45
2021-01-14,2,0.90
2021-01-13,4,1.80
2021-01-12,8,3.60
2021-01-11,6,2.70
2021-01-08,3,1.35
2021-01-07,2,0.90
2021-01-06,1,0.45
2021-01-05,1,0.45
2021-01-04,1,0.45
2020-12-31,2,0.90
2020-12-30,2,0.90
2020-12-29,2,0.90
2020-12-28,2,0.90
2020-12-24,2,0.90
2020-12-23,2,0.90
2020-12-22,2,0.90
2020-12-21,1,0.45
2020-12-18,1,0.45
2020-12-17,1,0.45
2020-12-14,4,1.80
2020-12-11,4,1.80
2020-12-10,4,1.80
2020-12-09,4,1.80
2020-12-08,3,1.35
2020-12-07,2,0.90
2020-12-04,3,1.35
2020-11-30,3,1.35
2020-11-27,1,0.45
2020-11-25,1,0.45
2020-11-24,1,0.45
2020-11-09,2,0.90
2020-11-05,1,0.45
2020-11-04,1,0.45
2020-11-03,2,0.90
2020-11-02,7,3.15
2020-10-30,24,10.81
2020-10-29,21,9.46
2020-10-28,38,17.12
2020-10-27,9,4.05
2020-10-26,5,2.25
2020-10-23,2,0.90
2020-10-22,3,1.35
2020-10-21,5,2.25
2020-10-20,4,1.80
2020-10-19,5,2.25
2020-10-16,3,1.35
2020-10-15,2,0.90
2020-10-14,3,1.35
2020-10-13,3,1.35
2020-10-07,3,1.35
2020-10-06,5,2.25
2020-10-05,3,1.35
2020-10-02,8,3.60
2020-10-01,10,4.50
2020-09-30,10,4.50
2020-09-29,11,4.95
2020-09-28,4,1.80
2020-09-25,21,9.46
2020-09-24,30,13.51
2020-09-23,31,13.96
2020-09-22,16,7.21
2020-09-21,16,7.21
2020-09-18,9,4.05
2020-09-17,5,2.25
2020-09-16,6,2.70
2020-09-15,12,5.41
2020-09-14,11,4.95
2020-09-11,16,7.21
2020-09-10,17,7.66
2020-09-09,11,4.95
2020-09-08,13,5.86
2020-09-04,2,0.90
2020-09-03,1,0.45
2020-09-02,1,0.45
2020-09-01,5,2.25
2020-08-31,2,0.90
2020-08-28,1,0.45
2020-08-27,2,0.90
2020-08-26,4,1.80
2020-08-25,4,1.80
2020-08-24,3,1.35
2020-08-21,4,1.80
2020-08-20,3,1.35
2020-08-19,5,2.25
2020-08-18,2,0.90
2020-08-17,2,0.90
2020-08-14,2,0.90
2020-08-13,1,0.45
2020-08-11,1,0.45
2020-08-07,1,0.45
2020-08-06,3,1.35
2020-08-05,2,0.90
2020-08-04,2,0.90
2020-08-03,2,0.90
2020-07-31,3,1.35
2020-07-30,2,0.90
2020-07-29,2,0.90
2020-07-28,2,0.90
2020-07-27,2,0.90
2020-07-24,2,0.90
2020-07-23,1,0.45
2020-07-22,1,0.45
2020-07-21,1,0.45
2020-07-20,1,0.45
2020-07-10,1,0.45
2020-07-09,3,1.35
2020-07-08,1,0.45
2020-07-07,1,0.45
2020-07-06,2,0.90
2020-06-26,3,1.35
2020-06-25,1,0.45
2020-06-24,1,0.45
2020-06-23,2,0.90
2020-06-22,1,0.45
2020-06-15,1,0.45
2020-06-12,2,0.90
2020-06-11,2,0.90
2020-06-10,1,0.45
2020-06-09,1,0.45
2020-06-08,1,0.45
2020-06-05,1,0.45
2020-06-03,1,0.45
2020-05-13,1,0.45
2020-04-24,1,0.45
2020-04-22,1,0.45
2020-04-21,1,0.45
2020-04-16,1,0.45
2020-04-15,1,0.45
2020-04-14,1,0.45
2020-04-13,1,0.45
2020-04-07,2,0.90
2020-04-06,6,2.70
2020-04-03,23,10.36
2020-04-02,19,8.56
2020-04-01,14,6.31
2020-03-31,5,2.25
2020-03-30,7,3.15
2020-03-27,10,4.50
2020-03-26,6,2.70
2020-03-25,9,4.05
2020-03-24,30,13.51
2020-03-23,140,63.06
2020-03-20,126,56.76
2020-03-19,105,47.30
2020-03-18,122,54.95
2020-03-17,96,43.24
2020-03-16,154,69.37
2020-03-13,97,43.69
2020-03-12,189,85.14
2020-03-11,118,53.15
2020-03-10,79,35.59
2020-03-09,152,68.47
2020-03-06,92,41.44
2020-03-05,72,32.43
2020-03-04,41,18.47
2020-03-03,95,42.79
2020-03-02,71,31.98
2020-02-28,180,81.08
2020-02-27,174,78.38
2020-02-26,120,54.05
2020-02-25,95,42.79
2020-02-24,42,18.92
2020-02-21,17,7.66
2020-02-20,16,7.21
2020-02-19,15,6.76
2020-02-18,14,6.31
2020-02-14,11,4.95
2020-02-13,9,4.05
2020-02-12,6,2.70
2020-02-11,12,5.41
2020-02-10,13,5.86
2020-02-07,15,6.76
2020-02-06,12,5.41
2020-02-05,7,3.15
2020-02-04,25,11.26
2020-02-03,46,20.72
2020-01-31,54,24.32
2020-01-30,29,13.06
2020-01-29,31,13.96
2020-01-28,28,12.61
2020-01-27,37,16.67
2020-01-24,17,7.66
2020-01-23,10,4.50
2020-01-22,10,4.50
2020-01-21,6,2.70
2020-01-17,6,2.70
2020-01-16,6,2.70
2020-01-15,6,2.70
2020-01-14,4,1.80
2020-01-13,5,2.25
2020-01-10,6,2.70
2020-01-09,5,2.25
2020-01-08,6,2.70
2020-01-07,4,1.80
2020-01-06,4,1.80
2020-01-03,4,1.80
2020-01-02,2,0.90
2019-12-31,2,0.90
2019-12-30,3,1.35
2019-12-27,5,2.25
2019-12-26,4,1.80
2019-12-24,4,1.80
2019-12-23,3,1.35
2019-12-20,2,0.90
2019-12-19,5,2.25
2019-12-18,6,2.70
2019-12-17,8,3.60
2019-12-16,8,3.60
2019-12-13,8,3.60
2019-12-12,4,1.80
2019-12-11,10,4.50
2019-12-10,8,3.60
2019-12-09,4,1.80
2019-12-06,6,2.70
2019-12-05,12,5.41
2019-12-04,10,4.50
2019-12-03,14,6.31
2019-12-02,7,3.15
2019-11-29,7,3.15
2019-11-27,5,2.25
2019-11-26,4,1.80
2019-11-25,5,2.25
2019-11-22,4,1.80
2019-11-21,6,2.70
2019-11-20,5,2.25
2019-11-19,8,3.60
2019-11-18,4,1.80
2019-11-15,5,2.25
2019-11-14,6,2.70
2019-11-13,7,3.15
2019-11-12,11,4.95
2019-11-11,11,4.95
2019-11-08,11,4.95
2019-11-07,8,3.60
2019-11-06,6,2.70
2019-11-05,11,4.95
2019-11-04,7,3.15
2019-11-01,4,1.80
2019-10-31,6,2.70
2019-10-30,5,2.25
2019-10-29,7,3.15
2019-10-28,6,2.70
2019-10-25,6,2.70
2019-10-24,6,2.70
2019-10-23,6,2.70
2019-10-22,7,3.15
2019-10-21,3,1.35
2019-10-18,3,1.35
2019-10-17,1,0.45
2019-10-16,3,1.35
2019-10-14,1,0.45
2019-10-11,2,0.90
2019-10-10,7,3.15
2019-10-09,8,3.60
2019-10-08,16,7.21
2019-10-07,7,3.15
2019-10-04,7,3.15
2019-10-03,14,6.31
2019-10-02,19,8.56
2019-10-01,4,1.80
2019-09-30,1,0.45
2019-09-27,2,0.90
2019-09-26,1,0.45
2019-09-25,1,0.45
2019-09-24,1,0.45
2019-09-23,1,0.45
2019-09-20,1,0.45
2019-09-19,2,0.90
2019-09-18,2,0.90
2019-09-17,2,0.90
2019-09-16,2,0.90
2019-09-13,3,1.35
2019-09-11,1,0.45
2019-09-10,1,0.45
2019-09-04,1,0.45
2019-09-03,6,2.70
2019-08-30,2,0.90
2019-08-29,3,1.35
2019-08-28,12,5.41
2019-08-27,28,12.61
2019-08-26,17,7.66
2019-08-23,28,12.61
2019-08-22,10,4.50
2019-08-21,10,4.50
2019-08-20,15,6.76
2019-08-19,9,4.05
2019-08-16,22,9.91
2019-08-15,57,25.68
2019-08-14,51,22.97
2019-08-13,20,9.01
2019-08-12,43,19.37
2019-08-09,24,10.81
2019-08-08,16,7.21
2019-08-07,35,15.77
2019-08-06,42,18.92
2019-08-05,77,34.68
2019-08-02,25,11.26
2019-08-01,21,9.46
2019-07-31,10,4.50
2019-07-30,8,3.60
2019-07-29,4,1.80
2019-07-26,6,2.70
2019-07-25,4,1.80
2019-07-24,4,1.80
2019-07-23,4,1.80
2019-07-22,8,3.60
2019-07-19,5,2.25
2019-07-18,4,1.80
2019-07-17,5,2.25
2019-07-16,2,0.90
2019-07-15,2,0.90
2019-07-12,2,0.90
2019-07-11,1,0.45
2019-07-10,1,0.45
2019-07-03,3,1.35
2019-07-02,1,0.45
2019-07-01,2,0.90
2019-06-28,2,0.90
2019-06-27,4,1.80
2019-06-26,10,4.50
2019-06-25,6,2.70
2019-06-24,5,2.25
2019-06-21,3,1.35
2019-06-20,2,0.90
2019-06-19,3,1.35
2019-06-18,2,0.90
2019-06-17,3,1.35
2019-06-14,2,0.90
2019-06-13,3,1.35
2019-06-12,8,3.60
2019-06-11,6,2.70
2019-06-10,6,2.70
2019-06-07,9,4.05
2019-06-06,14,6.31
2019-06-05,15,6.76
2019-06-04,8,3.60
2019-06-03,58,26.13
2019-05-31,81,36.49
2019-05-30,54,24.32
2019-05-29,61,27.48
2019-05-28,47,21.17
2019-05-24,38,17.12
2019-05-23,40,18.02
2019-05-22,19,8.56
2019-05-21,15,6.76
2019-05-20,26,11.71
2019-05-17,22,9.91
2019-05-16,14,6.31
2019-05-15,15,6.76
2019-05-14,29,13.06
2019-05-13,46,20.72
2019-05-10,16,7.21
2019-05-09,17,7.66
2019-05-08,17,7.66
2019-05-07,13,5.86
2019-05-06,8,3.60
2019-05-03,5,2.25
2019-05-02,13,5.86
2019-05-01,10,4.50
2019-04-30,9,4.05
2019-04-29,6,2.70
2019-04-26,9,4.05
2019-04-25,13,5.86
2019-04-24,8,3.60
2019-04-23,7,3.15
2019-04-22,22,9.91
2019-04-18,17,7.66
2019-04-17,21,9.46
2019-04-16,9,4.05
2019-04-15,6,2.70
2019-04-12,6,2.70
2019-04-11,6,2.70
2019-04-10,4,1.80
2019-04-09,4,1.80
2019-04-08,2,0.90
2019-04-05,3,1.35
2019-04-04,6,2.70
2019-04-03,5,2.25
2019-04-02,7,3.15
2019-04-01,2,0.90
2019-03-29,5,2.25
2019-03-28,7,3.15
2019-03-27,10,4.50
2019-03-26,11,4.95
2019-03-25,16,7.21
2019-03-22,15,6.76
2019-03-21,3,1.35
2019-03-20,5,2.25
2019-03-19,4,1.80
2019-03-18,3,1.35
2019-03-15,7,3.15
2019-03-14,9,4.05
2019-03-13,8,3.60
2019-03-12,12,5.41
2019-03-11,10,4.50
2019-03-08,18,8.11
2019-03-07,15,6.76
2019-03-06,10,4.50
2019-03-05,9,4.05
2019-03-04,6,2.70
2019-03-01,6,2.70
2019-02-28,6,2.70
2019-02-27,3,1.35
2019-02-26,2,0.90
2019-02-25,3,1.35
2019-02-22,2,0.90
2019-02-21,1,0.45
2019-02-20,2,0.90
2019-02-19,2,0.90
2019-02-15,2,0.90
2019-02-14,2,0.90
2019-02-12,1,0.45
2019-02-11,1,0.45
2019-02-08,2,0.90
2019-02-04,1,0.45
2019-02-01,1,0.45
2019-01-31,1,0.45
2019-01-30,1,0.45
2019-01-29,2,0.90
2019-01-28,3,1.35
2019-01-25,3,1.35
2019-01-24,3,1.35
2019-01-23,2,0.90
2019-01-22,2,0.90
2019-01-18,1,0.45
2019-01-17,3,1.35
2019-01-16,4,1.80
2019-01-15,3,1.35
2019-01-14,5,2.25
2019-01-11,3,1.35
2019-01-10,1,0.45
2019-01-09,1,0.45
2019-01-08,1,0.45
2019-01-07,1,0.45
2019-01-04,3,1.35
2019-01-03,24,10.81
2019-01-02,19,8.56
2018-12-31,27,12.16
2018-12-28,32,14.41
2018-12-27,34,15.32
2018-12-26,38,17.12
2018-12-24,175,78.83
2018-12-21,137,61.71
2018-12-20,110,49.55
2018-12-19,86,38.74
2018-12-18,69,31.08
2018-12-17,71,31.98
2018-12-14,49,22.07
2018-12-13,38,17.12
2018-12-12,29,13.06
2018-12-11,36,16.22
2018-12-10,31,13.96
2018-12-07,26,11.71
2018-12-06,14,6.31
2018-12-04,6,2.70
2018-11-30,4,1.80
2018-11-29,2,0.90
2018-11-28,3,1.35
2018-11-27,11,4.95
2018-11-26,11,4.95
2018-11-23,16,7.21
2018-11-21,20,9.01
2018-11-20,24,10.81
2018-11-19,15,6.76
2018-11-16,10,4.50
2018-11-15,8,3.60
2018-11-14,6,2.70
2018-11-13,6,2.70
2018-11-12,7,3.15
2018-11-09,6,2.70
2018-11-08,4,1.80
2018-11-07,3,1.35
2018-11-06,6,2.70
2018-11-05,11,4.95
2018-11-02,16,7.21
2018-11-01,14,6.31
2018-10-31,27,12.16
2018-10-30,38,17.12
2018-10-29,91,40.99
2018-10-26,82,36.94
2018-10-25,65,29.28
2018-10-24,112,50.45
2018-10-23,66,29.73
2018-10-22,59,26.58
2018-10-19,53,23.87
2018-10-18,47,21.17
2018-10-17,27,12.16
2018-10-16,17,7.66
2018-10-15,68,30.63
2018-10-12,77,34.68
2018-10-11,119,53.60
2018-10-10,83,37.39
2018-10-09,34,15.32
2018-10-08,30,13.51
2018-10-05,27,12.16
2018-10-04,19,8.56
2018-10-03,20,9.01
2018-10-02,22,9.91
2018-10-01,18,8.11
2018-09-28,19,8.56
2018-09-27,15,6.76
2018-09-26,16,7.21
2018-09-25,7,3.15
2018-09-24,8,3.60
2018-09-21,5,2.25
2018-09-20,3,1.35
2018-09-19,4,1.80
2018-09-18,6,2.70
2018-09-17,9,4.05
2018-09-14,11,4.95
2018-09-13,8,3.60
2018-09-12,10,4.50
2018-09-11,15,6.76
2018-09-10,10,4.50
2018-09-07,14,6.31
2018-09-06,8,3.60
2018-09-05,5,2.25
2018-09-04,7,3.15
2018-08-31,5,2.25
2018-08-30,4,1.80
2018-08-29,2,0.90
2018-08-28,1,0.45
2018-08-27,1,0.45
2018-08-24,1,0.45
2018-08-23,2,0.90
2018-08-22,1,0.45
2018-08-21,2,0.90
2018-08-20,6,2.70
2018-08-17,9,4.05
2018-08-16,14,6.31
2018-08-15,16,7.21
2018-08-14,10,4.50
2018-08-13,12,5.41
2018-08-10,8,3.60
2018-08-09,6,2.70
2018-08-08,4,1.80
2018-08-07,5,2.25
2018-08-06,6,2.70
2018-08-03,7,3.15
2018-08-02,6,2.70
2018-08-01,4,1.80
2018-07-31,3,1.35
2018-07-30,6,2.70
2018-07-27,6,2.70
2018-07-26,4,1.80
2018-07-25,5,2.25
2018-07-24,4,1.80
2018-07-23,4,1.80
2018-07-20,5,2.25
2018-07-19,3,1.35
2018-07-18,3,1.35
2018-07-17,2,0.90
2018-07-16,3,1.35
2018-07-13,3,1.35
2018-07-12,3,1.35
2018-07-11,3,1.35
2018-07-10,1,0.45
2018-07-09,1,0.45
2018-07-06,10,4.50
2018-07-05,15,6.76
2018-07-03,23,10.36
2018-07-02,20,9.01
2018-06-29,20,9.01
2018-06-28,25,11.26
2018-06-27,30,13.51
2018-06-26,16,7.21
2018-06-25,19,8.56
2018-06-22,8,3.60
2018-06-21,13,5.86
2018-06-20,8,3.60
2018-06-19,5,2.25
2018-06-18,3,1.35
2018-06-15,4,1.80
2018-06-14,2,0.90
2018-06-13,3,1.35
2018-06-12,3,1.35
2018-06-11,7,3.15
2018-06-08,4,1.80
2018-06-07,5,2.25
2018-06-06,12,5.41
2018-06-05,8,3.60
2018-06-04,8,3.60
2018-06-01,7,3.15
2018-05-31,9,4.05
2018-05-30,3,1.35
2018-05-29,9,4.05
2018-05-25,4,1.80
2018-05-24,2,0.90
2018-05-23,2,0.90
2018-05-22,4,1.80
2018-05-21,8,3.60
2018-05-18,6,2.70
2018-05-17,6,2.70
2018-05-16,7,3.15
2018-05-15,8,3.60
2018-05-14,5,2.25
2018-05-11,6,2.70
2018-05-10,8,3.60
2018-05-09,12,5.41
2018-05-08,14,6.31
2018-05-07,11,4.95
2018-05-04,12,5.41
2018-05-03,24,10.81
2018-05-02,19,8.56
2018-05-01,17,7.66
2018-04-30,18,8.11
2018-04-27,11,4.95
2018-04-26,11,4.95
2018-04-25,11,4.95
2018-04-24,12,5.41
2018-04-23,10,4.50
2018-04-20,11,4.95
2018-04-19,3,1.35
2018-04-18,1,0.45
2018-04-17,1,0.45
2018-04-16,2,0.90
2018-04-13,4,1.80
2018-04-12,3,1.35
2018-04-11,4,1.80
2018-04-10,4,1.80
